,questions,answer_texts
6612,"['Led Zeppelin had how many band members?', 'Which one they released first: Houses of the Holy or Physical Graffiti?', 'Does the album have both the rain song and immigrant song?', 'Who wrote those songs?', 'Name of his previous band?']","['4', 'Houses of the Holy', 'No', 'Jimmy Page', 'The Yardbirds']"
6613,"['Did The Black Eyed Peas first get together in 1998?', 'Where did they first get together?', 'What music category do they belong?', 'Do they have an official website?', 'Did Fergie leave the band in 2014 ?']","['No', 'Los Angeles', 'hip hop music;techno;pop music', 'http://www.blackeyedpeas.com', 'No']"
6614,"['How many seasons of Friends were there?', 'Who was the producer?', 'Who distributed the show?', 'What was the theme song for the show?', 'Where did Jennifer Aniston and David Schwimmer both work?']","['10', 'David Crane;Marta Kauffman', 'Warner Bros. Television Distribution', ""I'll Be There for You"", 'Friends']"
6615,"['When was The Wizard of Oz first released in theaters?', 'Who played Dorothy in it?', 'And who wrote the book it was based on?', 'The name of the song she sings in the movie is?', 'Who composed it?']","['25 August 1939', 'Judy Garland', 'L. Frank Baum', 'Over the Rainbow', 'Harold Arlen;Yip Harburg']"
6616,"['What genre is Stranger Things?', 'The year it is set in?', 'And the filming location?', ""And it's network?"", 'Publication date?']","['Science Fiction;Fantasy', '1983', 'Atlanta;Jackson', 'Netflix', '15 July 2016']"
6617,"['the character played by Anjelica Huston in The Addams Family?', 'how many children did Morticia have?', 'what actor playes the younger child?', 'what about the other child?', 'who of two actors is older in effect?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
6618,"['What English Premier League soccer team did David Beckham play for in 2002?', ""what's his wife's name?"", 'and what band was she in?', 'what award did he get in 2012?', 'country was he born?']","['Manchester United', 'Victoria Beckham', 'Spice Girls', 'Best MLS Player ESPY Award', 'United Kingdom']"
6619,"['What is the nation of origin of Fernando Torres?', 'What club did he play for in 2012?', 'Which club won the Champions League that year?', ""Did Torres play for Spain's national team in 2010?"", 'Who won the World Cup that year?']","['Spain', 'Chelsea F.C.', 'Chelsea F.C.', 'Yes', 'Spain national football team']"
6620,"['Who casts as Ruth Langmore in Ozark?', 'Total seasons?', 'How many seasons daredevil?', 'Actor starred as Daredevil?', 'Is Daredevil in Infinity War?']","['Julia Garner', '2', '3', 'Charlie Cox', 'No']"
6621,"[""Did Topher Grace act in That '70s Show?"", 'In what US state did the show take place?', 'Would it be in the sitcom genre?', 'Who created the show?', 'Was David Trainer one of the shows directors?']","['Yes', 'Wisconsin', 'Yes', 'Mark Brazill', 'Yes']"
6622,"['What actor played the male leading role in High School Musical?', ""What was his character's name?"", 'And which actress played the female lead?', 'Who played Sharpay?', 'Who was the director of the film?']","['Zac Efron', 'Troy Bolton', 'Vanessa Hudgens', 'Ashley Tisdale', 'Kenny Ortega']"
6623,"['Which film director created the TV series House?', ""Hugh Laurie's role?"", 'How many seasons?', 'Which series style?', 'Ending date?']","['David Shore', 'Gregory House', '8', 'Medical drama', '21 May 2012']"
6624,"[""Who is Morty's grandfather in the TV series Rick and Morty?"", 'As what does his grandfather work?', 'Is the series meant for adults or children?', 'Is violence shown?', ""What's the american label for movies that are admitted for all age groups?""]","['Rick Sanchez', 'Scientist', 'adult', 'Yes', 'G']"
6625,"['Did the book To Kill a Mockingbird win a Pulitzer Prize?', 'In what year did it win the Pulitzer?', 'And in what genre?', 'And who wrote it?', 'Did it also win a National Book Award for Fiction?']","['Yes', '1961', 'Fiction', 'Harper Lee', 'Yes']"
6626,"['What is the duration of the movie Angels & Demons ?', 'Is there a movie that follows ?', 'How many screenwriters has the movie ?', 'Is Tom Hanks a cast member ?', 'In which country is he citizen ?']","['146 minute', 'Yes', '2', 'Yes', 'United States of America']"
6627,"['Who is the author of the Harry Potter book series?', 'What year did it begin?', 'Authors name abbreviation mean?', 'Any movie adaptations?', 'Name of third novel in series?']","['J. K. Rowling', '1997', 'Joanne Kathleen', 'Yes', 'Harry Potter and the Prisoner of Azkaban']"
6628,"['What is the name of the person who directed the Avatar movie?', 'When was the movie released?', 'Where did the movie take place?', 'What was the name of the music composer?', 'Who were the two main characters of the movie?']","['James Cameron', '2009', 'Pandora', 'James Horner', 'Jake Sully;Neytiri']"
6629,"['Did Mesut Özil play in the 2018 World Cup?', 'Club in 2014?', 'Name of the previous club?', 'Country?', 'Did he play for that country in 2018 wc?']","['Yes', 'Arsenal F.C.', 'Real Madrid C.F.', 'Spain', 'No']"
6630,"['What kind of TV series is Modern Family?', 'Was How I Met Your Mother produced after Modern Family ?', 'What is the number of seasons until 2018?', 'In which city does the TV series play?', 'continent of this city?']","['mockumentary;American television sitcom', 'No', '10', 'Los Angeles', 'North America']"
6631,"[""What's the name of the creator for Criminal Minds?"", 'What date did the show begin?', 'Which network does this show air on?', 'Can you tell me the name of the unit that the show is about?', 'Is the show still on the air in 2018?']","['Jeff Davis', '22 September 2005', 'CBS', 'Behavioral Analysis Unit', 'Yes']"
6632,"['Out of the first three seasons of the tv series the Blacklist, which one has the most episodes?', 'How many more episodes has season 3 compared to the season with the second most episodes out of the three?', 'Who plays Reddington in Season 1?', ""What's the name of his partner in 2018?"", 'Was Spader born before her?']","['The Blacklist, season 3', '1', 'James Spader', 'Leslie Stefanson', 'Yes']"
6633,"['Who created the Vampire Diaries?', 'Who was casted as the main role?', 'who is stefan salvatore?', 'Who is Damon Salvatore?', 'What different people did Nina Dobrev play?']","['Julie Plec;Kevin Williamson', 'Nina Dobrev', 'Paul Wesley', 'Ian Somerhalder', 'Elena Gilbert;Katherine Pierce;Amara']"
6634,"['What kind of TV series is Modern Family?', 'Was it produced before How I Met Your mother ?', 'What is the number of seasons until 2018?', 'What is the film location of the TV series?', 'continent of this city?']","['mockumentary;American television sitcom', 'No', '10', 'Los Angeles', 'North America']"
6635,"['When was Beverly Hills Cop published in the USA?', 'What was the publication date in Germany?', 'actor of Axel?', 'Films with James Earl Jones and him?', 'When publicated?']","['5 December 1984', '4 April 1985', 'Eddie Murphy', 'Coming to America', '29 June 1988']"
6636,"['What is the home venue for Houston Dynamo?', 'When was it opened?', 'What league do they play for?', 'Who is the coach in 2018?', ""And the coach's country?""]","['BBVA Compass Stadium', '12 May 2012', 'Major League Soccer', 'Wilmer Cabrera', 'Colombia']"
6637,"['Did Bastian Schweinsteiger receive any awards while he played for FC Bayern München?', 'Was he also part of the German National team while he received one of those?', 'How is his brother called?', 'What is his occupation?', 'Was he also part of the German National Team at some point?']","['Yes', 'Yes', 'Tobias Schweinsteiger', 'association football player', 'No']"
6638,"['Who wrote the book?', ""Who is the publisher of Charlotte's Web?"", 'What year did the book come out?', 'What award did the book get?', 'Where was the book written?']","['E. B. White', 'Haper', '1952', 'Newbery Medal', 'United States of America']"
6639,"['What name was Lady Gaga actually born with?', 'Lady Gaga was born in which year?', ""Name of Gaga's first record label?"", 'Who signed Lady Gaga after Def Jam?', 'Did this singer win a Grammy yet?']","['Stefani Joanne Angelina Germanotta (English)', '1986', 'Def Jam Recordings', 'Interscope Records', 'Yes']"
6640,"['What is the name of the actor who plays Robert McCall in the movie The Equalizer?', 'Which company made the movie?', 'What city is the movie set in?', 'Who was the music done by?', 'Who played Terri in the movie?']","['Denzel Washington', 'Columbia Pictures', 'Boston', 'Harry Gregson-Williams', 'Chloë Grace Moretz']"
6641,"['Till 2018 what are the number of seasons of Stranger Things?', 'Maker of the series?', 'name of the original network of the series?', 'character Eleven was played by?', ""it's longest episode?""]","['2', 'The Duffer Brothers', 'Netflix', 'Millie Bobby Brown', '62 minute']"
6642,"['Marta Kauffman and David Crane created what TV sitcom?', 'Were they also writers on the show?', 'who plays Rachel?', 'who does she end up with?', 'His sister was who?']","['Friends', 'Yes', 'Jennifer Aniston', 'Ross Geller', 'Monica Geller']"
6643,"['On what date was the movie Underworld released?', 'Who directed it?', 'The female character was named what?', 'Who played her?', 'Where is she from?']","['19 September 2003', 'Len Wiseman', 'Selene', 'Kate Beckinsale', 'England']"
6644,"['Who is the author of the novel The Hound of the Baskervilles?', ""the main character's name was?"", ""what was his sidekick's name?"", 'and it followed which book?', 'the next book was what?']","['Sir Arthur Conan Doyle', 'Sherlock Holmes', 'Dr. John Watson', 'The Memoirs of Sherlock Holmes', 'The Return of Sherlock Holmes']"
6645,"[""What is Taylor Swift's record label?"", 'Her nominations?', 'Who is her father?', 'And his occupation?', 'When did she release Fearless?']","['Big Machine Records', 'Grammy Award for Album of the Year', 'Scott Swift', 'Financial Advisor', '11 November 2008']"
6646,"['Who wrote The Shining?', 'Does it have sequel?', 'Does the shining have movie?', 'Any TV Series from the book?', 'What about Mr. Mercedes?']","['Stephen King', 'Yes', 'Yes', 'Yes', 'Yes']"
6647,"['Is the suicide prince the shortest book in bill hodges trilogy?', 'Name of the novel before end of the watch and finders keepers?', 'What year was the second book of the series published?', ""Name of the author's place of birth?"", 'Were he and the author of Game of Thrones born on the same month?']","['Yes', 'Mr. Mercedes', '2015', 'Portland', 'Yes']"
6648,"['When did Mission: Impossible – Fallout come out?', 'who was the star?', ""what's the name of the director?"", 'what genre was the movie?', ""who was the film's production company?""]","['2018', 'Tom Cruise', 'Christopher McQuarrie', 'Mission: Impossible – Fallout was a thriller film.', 'Bad Robot Productions']"
6649,"['What is the name of the first book from The Lord Of The Rings book series?', 'How many parts?', ""Author's birth place?"", 'Name of first wife?', 'Was she an author too?']","['The Fellowship Of The Ring', '3', 'Bloemfontein', 'Edith Tolkien', 'No']"
6650,"['Who created the show Criminal Minds?', 'When did it start?', 'Which network does this show air on?', 'Can you tell me the name of the unit that the show is about?', 'Is the show still on the air in 2018?']","['Jeff Davis', '22 September 2005', 'CBS', 'Behavioral Analysis Unit', 'Yes']"
6651,"['Genre of the book Eragon?', 'Who is the author ?', 'and when was he born ?', 'When was the book published ?', 'and who published the book ?']","['young adult literature;speculative fiction novel', 'Christopher Paolini', '17 November 1983', '26 August 2003', 'Alfred A. Knopf']"
6652,"['Who was the creator of Star Wars?', 'In what year?', ""What's it called?"", 'actor who played Luke Skywalker?', 'and who played Leia?']","['George Lucas', '1977', 'Star Wars Episode IV: A New Hope', 'Mark Hamill', 'Carrie Fisher']"
6653,"['When was the author Stephen King born?', 'What book has a killer clowns', 'What is the title of the first book in The Dark Tower series?', 'What short story of him was turned into a movie with Arnold Schwarzenegger?', ""What was the children's book he wrote about a train?""]","['21 September 1947', 'IT', 'The Dark Tower: The Gunslinger', 'The Running Man', 'Charlie the Choo-Choo: From the World of The Dark Tower']"
6654,"['During his time at FC Bayern München, did Bastian Schweinsteiger receive any awards?', 'Did he play for the German National team when he got one of those awards?', ""What's the name of his brother?"", 'What is his occupation?', 'Was he also part of the German National Team at some point?']","['Yes', 'Yes', 'Tobias Schweinsteiger', 'association football player', 'No']"
